term1;term2;score
bus;scenario;0.031954985
bus;sensor;0.074157946
bus;shaft;0.15903144
bus;signal;0.08780218
bus;simulation;0.012739139
bus;slip;0.05907661
bus;spark_plug;0.02432007
bus;speed;0.0977826
bus;spring;0.021884281
bus;stability;0.027524857
bus;steer;0.033794362
bus;step;0.042251274
bus;suspension;0.15377119
bus;switch;0.1310333
bus;target;0.048049275
bus;task;-0.013261021
bus;test;0.08327077
bus;tire;0.23304659
bus;torque;0.03395513
bus;transmission;0.15043187
bus;valve;0.045683257
bus;variable;0.032403857
bus;vehicle;0.4596878
bus;velocity;0.015091041
bus;voltage;0.19909735
bus;warning;0.08007634
bus;wheel;0.22058439
camera;capacity;0.030032365
camera;car;0.24949163
camera;characteristic;0.022264633
camera;circuit;0.17657457
camera;clutch;0.13869475
camera;collision;0.087342106
camera;combustion;0.082776904
camera;combustion_chamber;0.04768802
camera;commercial_vehicle;0.12345684
camera;communication;0.13978787
camera;component;0.0097924825
camera;condition;0.040790286
camera;connection;0.12000453
camera;consumption;-0.011412837
camera;controller;0.26332468
camera;curve;0.12129982
camera;cylinder;0.099706784
camera;define;-0.009235986
camera;detection;0.18450001
camera;diesel;0.03639528
camera;diesel_engine;0.06989295
camera;drive;0.06262449
camera;dynamic;0.0848913
camera;electric_motor;0.19491129
camera;electrical;0.1191182
camera;emission;0.09148418
camera;engine;0.048895106
camera;equation;0.07756015
camera;error;0.042870503
camera;factor;0.03431493
camera;fault;0.11662548
camera;friction;0.01836743
camera;fuel;-0.017455824
camera;functional;0.008343909
camera;gasoline;0.052005354
camera;gear;0.20611587
camera;hybrid;0.071256384
camera;hydraulic;0.13817841
camera;ignition;0.16957524
camera;injection;0.0015235632
camera;input;0.13152114
camera;intelligent;0.15799509
camera;interface;0.194579
camera;internal_combustion_engine;0.041063357
camera;lane;0.18015274
camera;lateral;0.14859593
camera;lateral_acceleration;0.13623162
camera;limit;0.08385448
camera;load;0.053607766
camera;longitudinal;0.13671044
camera;manufacturer;0.025018385
camera;maximum;0.09930733
camera;measure;0.030530175
camera;measurement;0.10440968
camera;mechanical;0.13222337
camera;message;0.11581378
camera;mode;0.24425215
camera;module;0.20453435
camera;moment;0.23354729
camera;motor;0.08204852
camera;navigation;0.26597825
camera;passenger;0.1432408
camera;optimal;0.037656188
camera;output;0.09937561
camera;parameter;0.10992585
camera;phase;0.04609073
camera;piston;0.07614491
camera;pump;0.13039778
camera;ratio;0.087449275
camera;rear;0.29066682
camera;rear_wheel;0.14467612
camera;requirement;0.050916515
camera;resistance;0.021086708
camera;risk;0.03875337
camera;safety;0.0978524
camera;scenario;0.075925216
camera;sensor;0.424197
camera;shaft;0.2170522
camera;signal;0.18504228
camera;simulation;0.10048596
camera;slip;0.14918517
camera;spark_plug;0.037602894
camera;speed;0.21872742
camera;spring;0.010401735
camera;stability;0.04854495
camera;steer;0.087262586
camera;step;0.06715674
camera;suspension;-0.0039448766
camera;switch;0.1301713
camera;target;0.07051156
camera;task;0.119548686
camera;test;0.0490342
camera;tire;0.096416645
camera;torque;0.08850293
camera;transmission;0.14916363
camera;valve;0.09582874
camera;variable;0.08396844
camera;vehicle;0.23684509
camera;velocity;0.13564248
camera;voltage;0.19445845
camera;warning;0.06529382
camera;wheel;0.23847868
capacity;car;0.028311756
capacity;characteristic;0.061820135
capacity;circuit;0.1558709
capacity;clutch;0.050700348
capacity;collision;0.01232596
capacity;combustion;0.142416
capacity;combustion_chamber;0.11808198
capacity;commercial_vehicle;0.2669658
capacity;communication;0.1529667
capacity;component;0.14002633
capacity;condition;0.13321008
capacity;connection;0.15244411
capacity;consumption;0.2890663
capacity;controller;0.09585451
capacity;curve;0.074251994
capacity;cylinder;0.14388418
capacity;define;0.011387406
capacity;detection;0.008216958
capacity;diesel;0.19667883
capacity;diesel_engine;0.20765913
capacity;drive;0.14219204
capacity;dynamic;0.15022975
capacity;electric_motor;0.16500846
capacity;electrical;0.17051697
capacity;emission;0.14190859
capacity;engine;0.14385338
capacity;equation;0.052888073
capacity;error;0.07296362
capacity;factor;0.12868792
capacity;fault;0.1429059
capacity;friction;0.11489161
capacity;fuel;0.25472516
capacity;functional;0.21070202
capacity;gasoline;0.12695663
capacity;gear;0.14106998
capacity;hybrid;0.1262358
capacity;hydraulic;0.16684246
capacity;ignition;0.05058398
capacity;injection;0.10560044
capacity;input;0.15713361
capacity;intelligent;0.08246708
capacity;interface;0.12726429
capacity;internal_combustion_engine;0.1515614
capacity;lane;0.08447645
capacity;lateral;0.18330882
capacity;lateral_acceleration;0.22831541
capacity;limit;0.205389
capacity;load;0.37905034
capacity;longitudinal;0.095286876
capacity;manufacturer;0.07628703
capacity;maximum;0.27231008
capacity;measure;0.018047215
capacity;measurement;-0.0040198755
capacity;mechanical;0.071796015
capacity;message;-0.013888628
capacity;mode;0.11133673
capacity;module;0.22247827
capacity;moment;0.069057934
capacity;motor;0.1612905
capacity;navigation;0.027735174
capacity;passenger;0.2297537
capacity;optimal;0.20453689
capacity;output;0.41378736
capacity;parameter;0.08529416
capacity;phase;0.20864367
capacity;piston;0.10458637
capacity;pump;0.16759096
capacity;ratio;0.17406166
capacity;rear;0.108823225
capacity;rear_wheel;0.07552704
capacity;requirement;0.24660876
capacity;resistance;0.12622249
capacity;risk;0.15534815
capacity;safety;0.119085595
capacity;scenario;0.13110289
capacity;sensor;0.054101806
capacity;shaft;0.08370221
capacity;signal;0.094312854
capacity;simulation;0.082199216
capacity;slip;-0.043373775
capacity;spark_plug;0.04969261
capacity;speed;0.3213953
capacity;spring;0.07094958
capacity;stability;0.16152582
capacity;steer;-0.079475746
capacity;step;0.06480423
capacity;suspension;0.096971646
capacity;switch;0.048598673
capacity;target;0.13647206
capacity;task;0.154813
capacity;test;0.071763195
capacity;tire;0.06285477
capacity;torque;0.195353
capacity;transmission;0.28774843
capacity;valve;0.10183577
capacity;variable;0.12257829
capacity;vehicle;0.069017574
capacity;velocity;0.20574312
capacity;voltage;0.2482197
capacity;warning;0.0069950484
capacity;wheel;0.016777731
car;characteristic;0.02359987
car;circuit;0.19309758
car;clutch;0.21009368
car;collision;0.22780009
car;combustion;0.131501
car;combustion_chamber;0.21132383
car;commercial_vehicle;0.3259374
car;communication;0.021318724
car;component;0.075936444
car;condition;0.1654886
car;connection;0.117102325
car;consumption;0.049811136
car;controller;0.10379619
car;curve;0.19607405
car;cylinder;0.39156336
car;define;-0.023961183
car;detection;0.07113479
car;diesel;0.3433726
car;diesel_engine;0.3758782
car;drive;0.31394476
car;dynamic;0.04791381
car;electric_motor;0.28595892
car;electrical;0.17574301
car;emission;0.12487914
car;engine;0.40800422
car;equation;0.123113565
car;error;0.03531047
car;factor;0.09679511
car;fault;0.1113409
car;friction;0.033587106
car;fuel;0.2948034
car;functional;0.026774228
car;gasoline;0.30619532
car;gear;0.2252806
car;hybrid;0.23893295
car;hydraulic;0.27285624
car;ignition;0.34286064
car;injection;0.07885178
car;input;0.025184292
car;intelligent;0.03778106
car;interface;0.04530482
car;internal_combustion_engine;0.25660175
car;lane;0.23410146
car;lateral;0.021796262
car;lateral_acceleration;0.2660385
car;limit;0.09228734
car;load;0.12058262
car;longitudinal;0.026347907
car;manufacturer;0.13988689
car;maximum;0.079634376
car;measure;0.019752666
car;measurement;0.0128444815
car;mechanical;0.1863892
car;message;0.09655518
car;mode;0.09565812
car;module;0.1296759
car;moment;0.1232766
car;motor;0.48101723
car;navigation;0.19250806
car;passenger;0.47015527
car;optimal;0.013544312
car;output;-0.020372706
car;parameter;0.06780987
car;phase;0.01790475
car;piston;0.23527701
car;pump;0.2152725
car;ratio;0.07670322
car;rear;0.42136613
car;rear_wheel;0.4614258
car;requirement;0.05199842
car;resistance;-0.033897985
car;risk;0.049997408
car;safety;0.13508321
car;scenario;0.057343412
car;sensor;0.1538567
car;shaft;0.20348133
car;signal;0.04965163
car;simulation;0.066639826
car;slip;0.07184906
car;spark_plug;0.25303346
car;speed;0.18378751
car;spring;0.04362657
car;stability;0.069372535
car;steer;0.07856723
car;step;0.04274679
car;suspension;0.09009747
car;switch;0.106908314
car;target;0.03856629
car;task;-0.005516599
car;test;0.09070225
car;tire;0.49416667
car;torque;0.16617464
car;transmission;0.1632737
car;valve;0.19289233
car;variable;0.09760607
car;vehicle;0.7821098
car;velocity;0.08940728
car;voltage;0.08514377
car;warning;0.05939178
car;wheel;0.4595458
characteristic;circuit;0.09001253
characteristic;clutch;0.1956669
characteristic;collision;0.010337216
characteristic;combustion;0.1580022
characteristic;combustion_chamber;0.15819587
characteristic;commercial_vehicle;0.0088162385
characteristic;communication;0.11949938
characteristic;component;0.32553
characteristic;condition;0.2048566
characteristic;connection;0.15273847
characteristic;consumption;0.14435877
characteristic;controller;0.053505726
characteristic;curve;0.18817757
characteristic;cylinder;0.17494579
characteristic;define;0.27486774
characteristic;detection;0.15835005
characteristic;diesel;-0.012466727
characteristic;diesel_engine;0.0800256
characteristic;drive;0.07321646
characteristic;dynamic;0.31971425
characteristic;electric_motor;0.095203795
characteristic;electrical;0.0804159
characteristic;emission;0.09705959
characteristic;engine;0.13222934
characteristic;equation;0.22443907
characteristic;error;0.07363369
characteristic;factor;0.39116415
characteristic;fault;0.18476914
characteristic;friction;0.14593694
characteristic;fuel;0.06745697
characteristic;functional;0.28841436
characteristic;gasoline;0.022533737
characteristic;gear;0.04238411
characteristic;hybrid;0.17053324
characteristic;hydraulic;0.08082324
characteristic;ignition;0.11454279
characteristic;injection;0.087481976
characteristic;input;0.053968165
characteristic;intelligent;0.1971024
characteristic;interface;0.16694315
characteristic;internal_combustion_engine;0.12530795
characteristic;lane;0.054536976
characteristic;lateral;0.24406245
characteristic;lateral_acceleration;0.14737734
characteristic;limit;0.04066572
characteristic;load;0.07319619
characteristic;longitudinal;0.21957298
characteristic;manufacturer;0.040680736
characteristic;maximum;0.09547102
characteristic;measure;0.15959318
characteristic;measurement;0.16526377
characteristic;mechanical;0.23006217
characteristic;message;0.13395634
characteristic;mode;0.20415068
characteristic;module;0.084614955
characteristic;moment;0.22034213
characteristic;motor;0.20583966
characteristic;navigation;0.045339093
characteristic;passenger;0.03839479
characteristic;optimal;0.24424233
characteristic;output;0.12962998
characteristic;parameter;0.33177847
characteristic;phase;0.1636107
characteristic;piston;0.17244284
characteristic;pump;0.07151974
characteristic;ratio;0.12635717
characteristic;rear;0.12194006
characteristic;rear_wheel;0.17180389
characteristic;requirement;0.16480207
characteristic;resistance;0.16292293
characteristic;risk;0.12708691
characteristic;safety;-0.0061268117
characteristic;scenario;0.085527144
characteristic;sensor;0.13407698
characteristic;shaft;0.11542454
characteristic;signal;0.23077394
characteristic;simulation;0.0098704975
characteristic;slip;0.08756835
characteristic;spark_plug;0.15064147
characteristic;speed;0.12011091
characteristic;spring;0.08532569
characteristic;stability;0.17245564
characteristic;steer;0.089059144
characteristic;step;0.123047605
characteristic;suspension;0.050880123
characteristic;switch;0.09536765
characteristic;target;0.11303053
characteristic;task;0.111014836
characteristic;test;0.11446782
characteristic;tire;0.08280489
characteristic;torque;0.17789893
characteristic;transmission;0.12837534
characteristic;valve;0.16215473
characteristic;variable;0.27158764
characteristic;vehicle;0.05496756
characteristic;velocity;0.23335846
characteristic;voltage;0.13067096
characteristic;warning;0.09135803
characteristic;wheel;0.090574525
circuit;clutch;0.16788551
circuit;collision;0.070945404
circuit;combustion;0.12501189
circuit;combustion_chamber;0.17319916
circuit;commercial_vehicle;0.102534816
circuit;communication;0.09538799
circuit;component;0.14538574
circuit;condition;0.071609564
circuit;connection;0.06288739
circuit;consumption;0.05238552
circuit;controller;0.16975881
circuit;curve;0.1356988
circuit;cylinder;0.1752564
circuit;define;0.02881794
circuit;detection;0.052840635
circuit;diesel;0.053744376
circuit;diesel_engine;0.119205624
circuit;drive;0.07197762
circuit;dynamic;0.10557093
circuit;electric_motor;0.14237306
circuit;electrical;0.30902267
circuit;emission;0.06364792
circuit;engine;0.14520329
circuit;equation;0.041984458
circuit;error;0.09314726
circuit;factor;0.06424141
circuit;fault;0.12809955
circuit;friction;0.08526758
circuit;fuel;0.090640344
circuit;functional;0.051852245
circuit;gasoline;0.062713444
circuit;gear;0.17220339
circuit;hybrid;0.03489667
circuit;hydraulic;0.21584356
circuit;ignition;0.23338765
circuit;injection;0.04099924
circuit;input;0.084339716
circuit;intelligent;0.11079571
circuit;interface;0.1577817
circuit;internal_combustion_engine;0.10002025
circuit;lane;0.17121401
circuit;lateral;0.1325752
circuit;lateral_acceleration;0.2063819
circuit;limit;0.09258656
circuit;load;0.07694878
circuit;longitudinal;0.08295414
circuit;manufacturer;0.21788876
circuit;maximum;0.09934651
circuit;measure;0.07304493
circuit;measurement;0.0833451
circuit;mechanical;0.2641267
circuit;message;0.09369337
circuit;mode;0.1266784
circuit;module;0.23894064
circuit;moment;0.02427547
circuit;motor;0.21690308
circuit;navigation;0.10326555
circuit;passenger;0.026686454
circuit;optimal;0.06313476
circuit;output;0.06000771
circuit;parameter;0.12109826
circuit;phase;0.034213576
circuit;piston;0.14210206
circuit;pump;0.07606497
circuit;ratio;0.05764006
circuit;rear;0.17097048
circuit;rear_wheel;0.20504716
circuit;requirement;0.077665664
circuit;resistance;0.04381419
circuit;risk;-0.037528317
circuit;safety;0.043391433
circuit;scenario;0.049589433
circuit;sensor;0.20035571
circuit;shaft;0.16477375
circuit;signal;0.15343523
circuit;simulation;0.13474467
circuit;slip;0.039529778
circuit;spark_plug;0.23395878
circuit;speed;0.21603042
circuit;spring;0.05449064
circuit;stability;0.053526048
circuit;steer;0.0055877836
circuit;step;0.04334651
circuit;suspension;0.11495272
circuit;switch;0.16629264
circuit;target;-0.008999023
circuit;task;0.03506908
circuit;test;0.15630862
circuit;tire;0.27529153
circuit;torque;0.1325241
circuit;transmission;0.17304504
circuit;valve;0.18001902
circuit;variable;0.124313965
circuit;vehicle;0.06661822
circuit;velocity;0.0807071
circuit;voltage;0.33983874
circuit;warning;-0.03646156
circuit;wheel;0.22620556
clutch;collision;0.08565129
clutch;combustion;0.14080837
clutch;combustion_chamber;0.19852357
clutch;commercial_vehicle;0.17725869
clutch;communication;0.0875814
clutch;component;0.12307679
clutch;condition;0.051843684
clutch;connection;0.008090377
clutch;consumption;-0.02157553
clutch;controller;0.084476195
clutch;curve;0.09496158
clutch;cylinder;0.28343198
clutch;define;0.029425379
clutch;detection;0.08606983
clutch;diesel;0.15373792
clutch;diesel_engine;0.20662865
clutch;drive;0.2812811
clutch;dynamic;0.19246785
clutch;electric_motor;0.26311195
clutch;electrical;0.100828305
clutch;emission;0.088020235
clutch;engine;0.23227477
clutch;equation;0.11633732
clutch;error;0.16419795
clutch;factor;0.18063228
clutch;fault;0.1756068
clutch;friction;0.15232795
clutch;fuel;0.143241
clutch;functional;0.050882064
clutch;gasoline;0.088777594
clutch;gear;0.28007296
clutch;hybrid;0.18330847
clutch;hydraulic;0.30597186
clutch;ignition;0.27913886
clutch;injection;0.12392198
clutch;input;0.036233023
clutch;intelligent;0.10592069
clutch;interface;0.048220456
clutch;internal_combustion_engine;0.12085914
clutch;lane;0.19241863
clutch;lateral;0.20029142
clutch;lateral_acceleration;0.23252434
clutch;limit;0.05774046
clutch;load;0.23059869
clutch;longitudinal;0.06583465
clutch;manufacturer;0.12948236
clutch;maximum;0.022085162
clutch;measure;0.03727923
clutch;measurement;0.08114104
clutch;mechanical;0.29863122
clutch;message;0.065247305
clutch;mode;0.14637789
clutch;module;0.04853024
clutch;moment;0.1522344
clutch;motor;0.2073379
clutch;navigation;0.057464868
clutch;passenger;0.070378155
clutch;optimal;0.100520015
clutch;output;0.13993919
clutch;parameter;0.06723311
clutch;phase;0.01251831
clutch;piston;0.30614594
clutch;pump;0.2229339
clutch;ratio;0.06689294
clutch;rear;0.24894041
clutch;rear_wheel;0.3153427
clutch;requirement;0.032926776
clutch;resistance;0.030001784
clutch;risk;-0.02495013
clutch;safety;0.04455508
clutch;scenario;0.07762325
clutch;sensor;0.16809824
clutch;shaft;0.22706875
clutch;signal;0.05849207
clutch;simulation;0.04736989
clutch;slip;0.14484605
clutch;spark_plug;0.45183846
clutch;speed;0.16630004
clutch;spring;0.11404576
clutch;stability;0.104288064
clutch;steer;0.04908645
clutch;step;0.06832994
clutch;suspension;0.15526539
clutch;switch;0.19219926
clutch;target;0.05047686
clutch;task;0.045731988
clutch;test;0.101040535
clutch;tire;0.23268422
clutch;torque;0.30749094
clutch;transmission;0.14920348
clutch;valve;0.27841437
clutch;variable;0.14423783
clutch;vehicle;0.14376763
clutch;velocity;0.20432451
clutch;voltage;0.15271002
clutch;warning;0.047488127
clutch;wheel;0.2273548
collision;combustion;0.12699485
collision;combustion_chamber;0.07377578
collision;commercial_vehicle;0.17992957
collision;communication;0.16111146
collision;component;0.030310243
collision;condition;0.21986648
collision;connection;0.11821256
collision;consumption;0.048980046
collision;controller;0.08061334
collision;curve;0.25041994
collision;cylinder;0.13302672
collision;define;-0.0025106028
collision;detection;0.054137006
collision;diesel;0.16320457
collision;diesel_engine;0.100889556
collision;drive;0.20953251
collision;dynamic;0.17259687
collision;electric_motor;0.1453732
collision;electrical;0.12533227
collision;emission;0.14892721
collision;engine;0.18949181
collision;equation;0.1245875
collision;error;0.20868833
collision;factor;0.067110196
collision;fault;0.23328155
collision;friction;0.24820422
collision;fuel;0.08619413
collision;functional;0.01310148
collision;gasoline;0.039408542
collision;gear;0.063851185
collision;hybrid;0.11698661
collision;hydraulic;0.21531698
collision;ignition;0.18953979
collision;injection;0.08745031
collision;input;0.06937388
collision;intelligent;0.099524386
collision;interface;0.04523752
collision;internal_combustion_engine;0.09327709
collision;lane;0.23859799
collision;lateral;0.14530331
collision;lateral_acceleration;0.21526277
collision;limit;0.123074755
collision;load;0.15451448
collision;longitudinal;0.08937367
collision;manufacturer;0.04977789
collision;maximum;0.009809302
collision;measure;0.002446867
collision;measurement;0.034801465
collision;mechanical;0.17397813
collision;message;0.0895458
collision;mode;0.0622631
collision;module;0.031946737
collision;moment;0.12528828
collision;motor;0.20234519
collision;navigation;0.15719953
collision;passenger;0.2912854
collision;optimal;0.015254723
collision;output;0.0032108095
collision;parameter;0.014259133
collision;phase;0.019487016
collision;piston;0.0852934
collision;pump;0.0063545406
collision;ratio;0.027869556
collision;rear;0.2859223
collision;rear_wheel;0.228419
collision;requirement;0.0034503257
collision;resistance;-0.022381157
collision;risk;0.060849845
collision;safety;0.16817833
collision;scenario;0.21169749
collision;sensor;0.06685993
collision;shaft;0.095134184
collision;signal;0.13993002
collision;simulation;0.17521305
collision;slip;0.12674132
collision;spark_plug;0.0907569
collision;speed;0.23543124
collision;spring;-0.019199768
collision;stability;0.06117668
collision;steer;0.1392291
collision;step;0.024505366
collision;suspension;0.22099656
collision;switch;0.18981098
collision;target;0.0067986636
collision;task;0.046870783
collision;test;0.12895252
collision;tire;0.18581077
collision;torque;0.14369223
collision;transmission;0.12126687
collision;valve;0.11999109
collision;variable;0.0652146
collision;vehicle;0.2927192
collision;velocity;0.09881307
collision;voltage;0.13422738
collision;warning;0.14572501
collision;wheel;0.30707294
combustion;combustion_chamber;0.617698
combustion;commercial_vehicle;0.22677833
combustion;communication;0.15034193
combustion;component;0.104561955
combustion;condition;0.09387591
combustion;connection;0.08827426
combustion;consumption;0.27622247
combustion;controller;0.13189968
combustion;curve;0.06302183
combustion;cylinder;0.42766735
combustion;define;0.03290797
combustion;detection;0.2955713
combustion;diesel;0.41412
combustion;diesel_engine;0.47071972
combustion;drive;0.014626209
combustion;dynamic;0.1389166
combustion;electric_motor;0.3936103
combustion;electrical;0.31177408
combustion;emission;0.47093382
combustion;engine;0.41082552
combustion;equation;0.07042325
combustion;error;0.028302925
combustion;factor;0.03853001
combustion;fault;0.0859431
combustion;friction;0.2766375
combustion;fuel;0.39550984
combustion;functional;0.1453098
combustion;gasoline;0.26768354
combustion;gear;0.07321636
combustion;hybrid;0.26153603
combustion;hydraulic;0.3677219
combustion;ignition;0.5308882
combustion;injection;0.29951018
combustion;input;0.14294133
combustion;intelligent;0.13295318
combustion;interface;0.208641
combustion;internal_combustion_engine;0.4886843
combustion;lane;0.06979987
combustion;lateral;0.14397867
combustion;lateral_acceleration;0.313251
combustion;limit;-0.03405542
combustion;load;0.1294427
combustion;longitudinal;0.13452338
combustion;manufacturer;0.11774556
combustion;maximum;0.059874076
combustion;measure;0.025338776
combustion;measurement;0.23411392
combustion;mechanical;0.33261564
combustion;message;-0.046371218
combustion;mode;0.15122612
combustion;module;0.1523291
combustion;moment;0.0795985
combustion;motor;0.32349217
combustion;navigation;0.15914214
combustion;passenger;0.11638044
combustion;optimal;0.20090835
combustion;output;0.15690473
combustion;parameter;0.18325554
combustion;phase;0.15634523
combustion;piston;0.44203234
combustion;pump;0.16859177
combustion;ratio;0.078391396
combustion;rear;0.14780712
combustion;rear_wheel;0.28114015
combustion;requirement;0.038397774
combustion;resistance;0.124106616
combustion;risk;0.096080504
combustion;safety;0.1609701
combustion;scenario;0.09131672
combustion;sensor;0.31594753
combustion;shaft;0.24797796
combustion;signal;0.06470119
combustion;simulation;0.27510825
combustion;slip;-0.004234206
combustion;spark_plug;0.28433257
combustion;speed;0.15637559
combustion;spring;0.10117323
combustion;stability;0.11136496
combustion;steer;-0.03017976
combustion;step;0.050490234
combustion;suspension;0.08919723
combustion;switch;0.07536696
combustion;target;0.047635265
combustion;task;0.02236218
combustion;test;0.11837752
combustion;tire;0.21896979
combustion;torque;0.40404812
combustion;transmission;0.2713072
combustion;valve;0.34202674
combustion;variable;0.2046553
combustion;vehicle;0.19796422
combustion;velocity;0.2636164
combustion;voltage;0.27203688
combustion;warning;0.05306221
combustion;wheel;0.18215379
combustion_chamber;commercial_vehicle;0.18129118
combustion_chamber;communication;0.006056361
combustion_chamber;component;0.12594046
combustion_chamber;condition;0.0658338
combustion_chamber;connection;0.015166878
combustion_chamber;consumption;0.13957395
combustion_chamber;controller;0.17307653
combustion_chamber;curve;0.15617234
combustion_chamber;cylinder;0.54572284
combustion_chamber;define;0.06652912
combustion_chamber;detection;0.16434553
combustion_chamber;diesel;0.31053936
combustion_chamber;diesel_engine;0.40405107
combustion_chamber;drive;0.09556167
combustion_chamber;dynamic;0.19663613
combustion_chamber;electric_motor;0.44324815
combustion_chamber;electrical;0.21045563
combustion_chamber;emission;0.27383563
combustion_chamber;engine;0.46224737
combustion_chamber;equation;0.17384921
combustion_chamber;error;-0.0109887
combustion_chamber;factor;0.07678653
combustion_chamber;fault;0.020653414
combustion_chamber;friction;0.22838116
combustion_chamber;fuel;0.36601332
combustion_chamber;functional;0.05896045
combustion_chamber;gasoline;0.2818497
combustion_chamber;gear;0.13443519
combustion_chamber;hybrid;0.17092294
combustion_chamber;hydraulic;0.36575264
combustion_chamber;ignition;0.47672442
combustion_chamber;injection;0.2529351
combustion_chamber;input;0.14714102
combustion_chamber;intelligent;0.0052279974
combustion_chamber;interface;0.22139394
combustion_chamber;internal_combustion_engine;0.39955541
combustion_chamber;lane;0.1457333
combustion_chamber;lateral;0.2398182
combustion_chamber;lateral_acceleration;0.3588989
combustion_chamber;limit;0.050057095
combustion_chamber;load;0.124353096
combustion_chamber;longitudinal;0.23948959
combustion_chamber;manufacturer;0.086967036
combustion_chamber;maximum;0.12447063
combustion_chamber;measure;0.08808697
combustion_chamber;measurement;0.19762109
combustion_chamber;mechanical;0.24827026
combustion_chamber;message;0.03065988
combustion_chamber;mode;0.17726703
combustion_chamber;module;0.2793276
combustion_chamber;moment;0.053905725
combustion_chamber;motor;0.32694113
combustion_chamber;navigation;0.12713854
combustion_chamber;passenger;0.16509803
combustion_chamber;optimal;0.27302548
combustion_chamber;output;0.1263704
combustion_chamber;parameter;0.2563539
combustion_chamber;phase;0.14241679
combustion_chamber;piston;0.6138894
combustion_chamber;pump;0.3346915
combustion_chamber;ratio;0.13403256
combustion_chamber;rear;0.28988382
combustion_chamber;rear_wheel;0.3992044
combustion_chamber;requirement;0.043228924
combustion_chamber;resistance;0.101432905
combustion_chamber;risk;0.07382358
combustion_chamber;safety;0.035929434
combustion_chamber;scenario;0.08424887
combustion_chamber;sensor;0.34209052
combustion_chamber;shaft;0.40979108
combustion_chamber;signal;0.111977026
combustion_chamber;simulation;0.18040295
combustion_chamber;slip;-0.03524431
combustion_chamber;spark_plug;0.337064
combustion_chamber;speed;0.19172171
combustion_chamber;spring;0.07743703
combustion_chamber;stability;0.097640485
combustion_chamber;steer;-0.015834497
combustion_chamber;step;0.08794872
combustion_chamber;suspension;0.06846689
combustion_chamber;switch;0.04550678
combustion_chamber;target;0.036029816
combustion_chamber;task;0.036620717
combustion_chamber;test;0.088055626
combustion_chamber;tire;0.2893048
combustion_chamber;torque;0.48469907
combustion_chamber;transmission;0.18179287
combustion_chamber;valve;0.46351737
combustion_chamber;variable;0.26946732
combustion_chamber;vehicle;0.20835045
combustion_chamber;velocity;0.34129304
combustion_chamber;voltage;0.29530576
combustion_chamber;warning;-0.026123758
combustion_chamber;wheel;0.26907626
commercial_vehicle;communication;0.13110587
commercial_vehicle;component;0.2054605
commercial_vehicle;condition;0.040622175
commercial_vehicle;connection;0.010001669
commercial_vehicle;consumption;0.2569932
commercial_vehicle;controller;0.13949324
commercial_vehicle;curve;0.072539575
commercial_vehicle;cylinder;0.2902117
commercial_vehicle;define;-0.033415042
commercial_vehicle;detection;0.10210261
commercial_vehicle;diesel;0.41574907
commercial_vehicle;diesel_engine;0.4694317
commercial_vehicle;drive;0.15004231
commercial_vehicle;dynamic;0.1700713
commercial_vehicle;electric_motor;0.31477764
commercial_vehicle;electrical;0.21118957
commercial_vehicle;emission;0.33480638
commercial_vehicle;engine;0.30971974
commercial_vehicle;equation;0.048266023
commercial_vehicle;error;-0.028519895
commercial_vehicle;factor;0.044668347
commercial_vehicle;fault;0.049400408
commercial_vehicle;friction;0.117726795
commercial_vehicle;fuel;0.29573852
commercial_vehicle;functional;0.13972013
commercial_vehicle;gasoline;0.22666124
commercial_vehicle;gear;0.12957504
commercial_vehicle;hybrid;0.36750263
commercial_vehicle;hydraulic;0.30348045
commercial_vehicle;ignition;0.14420015
commercial_vehicle;injection;0.14611131
commercial_vehicle;input;0.052375123
commercial_vehicle;intelligent;0.06414136
commercial_vehicle;interface;0.14288616
commercial_vehicle;internal_combustion_engine;0.27832457
commercial_vehicle;lane;0.112255454
commercial_vehicle;lateral;0.04849858
commercial_vehicle;lateral_acceleration;0.25734258
commercial_vehicle;limit;0.025913749
commercial_vehicle;load;0.15211347
commercial_vehicle;longitudinal;0.10917147
commercial_vehicle;manufacturer;0.3335194
commercial_vehicle;maximum;0.09887633
commercial_vehicle;measure;0.021628466
commercial_vehicle;measurement;0.16056675
commercial_vehicle;mechanical;0.19277638
commercial_vehicle;message;0.029232373
commercial_vehicle;mode;0.08639023
commercial_vehicle;module;0.22852749
commercial_vehicle;moment;0.029042998
commercial_vehicle;motor;0.30852872
commercial_vehicle;navigation;0.28159255
commercial_vehicle;passenger;0.34163803
commercial_vehicle;optimal;0.10161278
commercial_vehicle;output;0.3224881
commercial_vehicle;parameter;0.05789708
commercial_vehicle;phase;0.16291706
commercial_vehicle;piston;0.2527523
commercial_vehicle;pump;0.19586924
commercial_vehicle;ratio;0.11942023
commercial_vehicle;rear;0.20303763
commercial_vehicle;rear_wheel;0.3022449
commercial_vehicle;requirement;0.052660197
commercial_vehicle;resistance;0.116171606
commercial_vehicle;risk;-0.01616579
commercial_vehicle;safety;0.09847014
commercial_vehicle;scenario;0.07520524
commercial_vehicle;sensor;0.25301984
commercial_vehicle;shaft;0.17809194
commercial_vehicle;signal;0.04132491
commercial_vehicle;simulation;0.1587371
commercial_vehicle;slip;0.03943264
commercial_vehicle;spark_plug;0.1641528
commercial_vehicle;speed;0.096707515
